tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	db_xref	exception	experiment	gbkey	gene	gene_biotype	inference	locus_tag	product	protein_id	transcript_biotype
XM_062073253.1	LOC108004089	NC_083854.1	-	33	7498	6198	401	899	GeneID:108004089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004089	protein_coding				XP_061929237.1	mRNA
XM_062073259.1	LOC108004089	NC_083854.1	-	32	7151	5748	504	899	GeneID:108004089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004089	protein_coding				XP_061929243.1	mRNA
XM_062073261.1	LOC108004089	NC_083854.1	-	24	5909	4968	42	899	GeneID:108004089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004089	protein_coding				XP_061929245.1	mRNA
XM_062073260.1	LOC108004089	NC_083854.1	-	29	6103	5406	561	136	GeneID:108004089		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004089	protein_coding				XP_061929244.1	mRNA
XM_062073251.1	LOC108004067	NC_083854.1	-	28	7251	6645	440	166	GeneID:108004067		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004067	protein_coding				XP_061929235.1	mRNA
XR_009829299.1	LOC133665868	NC_083854.1	-	2	824	0	0	0	GeneID:133665868		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665868	lncRNA					lnc_RNA
XM_017066753.3	LOC108004091	NC_083854.1	+	4	4316	2682	230	1404	GeneID:108004091		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004091	protein_coding				XP_016922242.1	mRNA
XM_017066772.3	LOC108004104	NC_083854.1	+	4	3384	471	1126	1787	GeneID:108004104		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004104	protein_coding				XP_016922261.1	mRNA
XM_062073262.1	LOC108004103	NC_083854.1	-	7	2021	858	472	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929246.1	mRNA
XM_062073267.1	LOC108004103	NC_083854.1	-	6	1827	858	278	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929251.1	mRNA
XM_017066771.3	LOC108004103	NC_083854.1	-	6	1743	858	194	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_016922260.1	mRNA
XM_062073263.1	LOC108004103	NC_083854.1	-	6	2956	858	1407	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929247.1	mRNA
XM_062073264.1	LOC108004103	NC_083854.1	-	7	2121	858	572	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929248.1	mRNA
XM_062073266.1	LOC108004103	NC_083854.1	-	6	1829	858	280	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929250.1	mRNA
XM_017066770.3	LOC108004103	NC_083854.1	-	6	2468	858	919	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_016922259.1	mRNA
XM_062073268.1	LOC108004103	NC_083854.1	-	6	1959	858	410	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929252.1	mRNA
XM_062073269.1	LOC108004103	NC_083854.1	-	6	1743	858	194	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929253.1	mRNA
XM_062073270.1	LOC108004103	NC_083854.1	-	5	1762	858	213	691	GeneID:108004103		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004103	protein_coding				XP_061929254.1	mRNA
XM_017066780.2	LOC108004109	NC_083854.1	+	9	2985	2127	677	181	GeneID:108004109		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004109	protein_coding				XP_016922269.1	mRNA
XM_017066734.3	LOC108004072	NC_083854.1	+	8	1903	1608	140	155	GeneID:108004072		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004072	protein_coding				XP_016922223.1	mRNA
XM_062073273.1	LOC108004072	NC_083854.1	+	7	1769	1482	132	155	GeneID:108004072		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004072	protein_coding				XP_061929257.1	mRNA
XM_062073274.1	LOC108004072	NC_083854.1	+	7	1788	1458	175	155	GeneID:108004072		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004072	protein_coding				XP_061929258.1	mRNA
XM_062073272.1	LOC108004105	NC_083854.1	-	4	5846	3936	490	1420	GeneID:108004105		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004105	protein_coding				XP_061929256.1	mRNA
XM_017066774.3	LOC108004105	NC_083854.1	-	4	5918	4008	490	1420	GeneID:108004105		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004105	protein_coding				XP_016922263.1	mRNA
XM_017066773.3	LOC108004105	NC_083854.1	-	4	5921	4011	490	1420	GeneID:108004105		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004105	protein_coding				XP_016922262.1	mRNA
XM_017066775.3	LOC108004105	NC_083854.1	-	4	5342	3837	85	1420	GeneID:108004105		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004105	protein_coding				XP_016922264.1	mRNA
XM_062073276.1	LOC108004107	NC_083854.1	+	15	4507	2625	279	1603	GeneID:108004107		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004107	protein_coding				XP_061929260.1	mRNA
XM_062073275.1	LOC108004107	NC_083854.1	+	15	4470	2625	242	1603	GeneID:108004107		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004107	protein_coding				XP_061929259.1	mRNA
XM_062073277.1	LOC108004107	NC_083854.1	+	14	4287	2442	242	1603	GeneID:108004107		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004107	protein_coding				XP_061929261.1	mRNA
XR_009829301.1	LOC108004113	NC_083854.1	-	5	6206	0	0	0	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC108004113	protein_coding					transcript
XR_009829300.1	LOC108004113	NC_083854.1	-	4	6566	0	0	0	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	misc_RNA	LOC108004113	protein_coding					transcript
XM_062073283.1	LOC108004113	NC_083854.1	-	3	5157	630	664	3863	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_061929267.1	mRNA
XM_028669870.2	LOC108004113	NC_083854.1	-	4	4991	639	377	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_028525671.1	mRNA
XM_017066792.3	LOC108004113	NC_083854.1	-	5	4908	702	231	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_016922281.1	mRNA
XM_017066794.3	LOC108004113	NC_083854.1	-	4	4901	639	287	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_016922283.1	mRNA
XM_017066795.3	LOC108004113	NC_083854.1	-	4	4814	639	200	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_016922284.1	mRNA
XM_028669869.2	LOC108004113	NC_083854.1	-	5	4763	702	86	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_028525670.1	mRNA
XM_062073280.1	LOC108004113	NC_083854.1	-	5	5708	702	1031	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_061929264.1	mRNA
XM_062073281.1	LOC108004113	NC_083854.1	-	3	5933	693	1377	3863	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_061929265.1	mRNA
XM_062073278.1	LOC108004113	NC_083854.1	-	4	6054	702	1377	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_061929262.1	mRNA
XM_062073282.1	LOC108004113	NC_083854.1	-	4	4956	639	342	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_061929266.1	mRNA
XM_028669872.2	LOC108004113	NC_083854.1	-	4	4952	639	338	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_028525673.1	mRNA
XM_028669871.2	LOC108004113	NC_083854.1	-	4	7357	639	2743	3975	GeneID:108004113		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004113	protein_coding				XP_028525672.1	mRNA
XM_017066741.3	LOC108004080	NC_083854.1	-	3	1291	645	139	507	GeneID:108004080		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004080	protein_coding				XP_016922230.1	mRNA
XM_062073287.1	LOC108004098	NC_083854.1	+	15	9703	7449	1205	1049	GeneID:108004098		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004098	protein_coding				XP_061929271.1	mRNA
XM_062073285.1	LOC108004098	NC_083854.1	+	15	9724	7470	1205	1049	GeneID:108004098		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004098	protein_coding				XP_061929269.1	mRNA
XM_062073288.1	LOC108004098	NC_083854.1	+	15	9694	7440	1205	1049	GeneID:108004098		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004098	protein_coding				XP_061929272.1	mRNA
XM_062073284.1	LOC108004098	NC_083854.1	+	16	9445	7479	917	1049	GeneID:108004098		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004098	protein_coding				XP_061929268.1	mRNA
XM_062073286.1	LOC108004098	NC_083854.1	+	16	9436	7470	917	1049	GeneID:108004098		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108004098	protein_coding				XP_061929270.1	mRNA
XM_062073289.1	LOC108000901	NC_083854.1	+	11	2565	2013	84	468	GeneID:108000901		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108000901	protein_coding				XP_061929273.1	mRNA
XM_017061592.3	LOC108000902	NC_083854.1	-	6	2324	1263	0	1061	GeneID:108000902		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108000902	protein_coding				XP_016917081.1	mRNA
XM_017061589.3	LOC108000900	NC_083854.1	+	3	1087	366	642	79	GeneID:108000900		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108000900	protein_coding				XP_016917078.1	mRNA
XM_017051121.3	LOC107994293	NC_083854.1	+	4	1242	435	158	649	GeneID:107994293		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994293	protein_coding				XP_016906610.1	mRNA
XM_017051122.3	LOC107994293	NC_083854.1	+	4	1181	435	97	649	GeneID:107994293		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994293	protein_coding				XP_016906611.1	mRNA
XM_062073293.1	LOC107994294	NC_083854.1	-	22	5205	4275	403	527	GeneID:107994294		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994294	protein_coding				XP_061929277.1	mRNA
XM_062073295.1	LOC107994294	NC_083854.1	-	20	4952	4017	408	527	GeneID:107994294		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994294	protein_coding				XP_061929279.1	mRNA
XM_062073290.1	LOC107994294	NC_083854.1	-	22	5210	4275	408	527	GeneID:107994294		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994294	protein_coding				XP_061929274.1	mRNA
XM_062073291.1	LOC107994294	NC_083854.1	-	22	5210	4275	408	527	GeneID:107994294		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994294	protein_coding				XP_061929275.1	mRNA
XM_062073294.1	LOC107994294	NC_083854.1	-	23	5257	4275	455	527	GeneID:107994294		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994294	protein_coding				XP_061929278.1	mRNA
XM_062073292.1	LOC107994294	NC_083854.1	-	23	5262	4275	460	527	GeneID:107994294		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107994294	protein_coding				XP_061929276.1	mRNA
XM_062073297.1	LOC107994294	NC_083854.1	-	21	4418	3441	403	574	GeneID:107994294			mRNA	LOC107994294	protein_coding				XP_061929281.1	mRNA
XM_062073296.1	LOC107994294	NC_083854.1	-	21	3988	3441	408	139	GeneID:107994294			mRNA	LOC107994294	protein_coding				XP_061929280.1	mRNA
XR_009829308.1	LOC133665869	NC_083854.1	+	4	1366	0	0	0	GeneID:133665869		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665869	lncRNA					lnc_RNA
XR_009829305.1	LOC133665869	NC_083854.1	+	4	1374	0	0	0	GeneID:133665869		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665869	lncRNA					lnc_RNA
XR_009829307.1	LOC133665869	NC_083854.1	+	3	1218	0	0	0	GeneID:133665869		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665869	lncRNA					lnc_RNA
XR_009829306.1	LOC133665869	NC_083854.1	+	5	2913	0	0	0	GeneID:133665869			ncRNA	LOC133665869	lncRNA					lnc_RNA
XR_009829302.1	LOC133665869	NC_083854.1	+	4	2319	0	0	0	GeneID:133665869		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665869	lncRNA					lnc_RNA
XR_009829303.1	LOC133665869	NC_083854.1	+	3	2163	0	0	0	GeneID:133665869		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665869	lncRNA					lnc_RNA
XR_009829304.1	LOC133665869	NC_083854.1	+	3	1646	0	0	0	GeneID:133665869		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665869	lncRNA					lnc_RNA
XM_017062927.3	LOC108001742	NC_083854.1	-	2	1514	1299	85	130	GeneID:108001742		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001742	protein_coding				XP_016918416.2	mRNA
XR_003698629.2	LOC114578045	NC_083854.1	-	3	625	0	0	0	GeneID:114578045		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC114578045	lncRNA					lnc_RNA
XR_009829309.1	LOC114578045	NC_083854.1	-	3	1041	0	0	0	GeneID:114578045			ncRNA	LOC114578045	lncRNA					lnc_RNA
XM_017062935.3	LOC108001746	NC_083854.1	-	3	6124	1548	4245	331	GeneID:108001746		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001746	protein_coding				XP_016918424.1	mRNA
XR_009829283.1	LOC133665859	NC_083854.1	-	2	1196	0	0	0	GeneID:133665859		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665859	lncRNA					lnc_RNA
XR_009829282.1	LOC133665858	NC_083854.1	+	2	1401	0	0	0	GeneID:133665858		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665858	lncRNA					lnc_RNA
XM_062073323.1	LOC108001744	NC_083854.1	-	9	2119	1365	116	638	GeneID:108001744		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001744	protein_coding				XP_061929307.1	mRNA
XM_062073321.1	LOC108001744	NC_083854.1	-	8	2195	1557	82	556	GeneID:108001744		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001744	protein_coding				XP_061929305.1	mRNA
XM_062073322.1	LOC108001744	NC_083854.1	-	9	2231	1398	195	638	GeneID:108001744		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001744	protein_coding				XP_061929306.1	mRNA
XM_062073320.1	LOC108001744	NC_083854.1	-	8	2296	1590	150	556	GeneID:108001744		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001744	protein_coding				XP_061929304.1	mRNA
XM_062073326.1	LOC108003834	NC_083854.1	+	7	1978	1158	151	669	GeneID:108003834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108003834	protein_coding				XP_061929310.1	mRNA
XM_062073324.1	LOC108003834	NC_083854.1	+	9	2382	1326	387	669	GeneID:108003834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108003834	protein_coding				XP_061929308.1	mRNA
XM_062073325.1	LOC108003834	NC_083854.1	+	7	1984	1158	157	669	GeneID:108003834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108003834	protein_coding				XP_061929309.1	mRNA
XM_062073317.1	LOC108001743	NC_083854.1	-	12	2811	2295	175	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929301.1	mRNA
XM_062073318.1	LOC108001743	NC_083854.1	-	12	2796	2283	172	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929302.1	mRNA
XM_062073316.1	LOC108001743	NC_083854.1	-	12	2808	2295	172	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929300.1	mRNA
XM_062073307.1	LOC108001743	NC_083854.1	-	13	2875	2346	188	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929291.1	mRNA
XM_062073314.1	LOC108001743	NC_083854.1	-	13	2968	2334	293	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929298.1	mRNA
XM_062073308.1	LOC108001743	NC_083854.1	-	13	2980	2346	293	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929292.1	mRNA
XM_062073312.1	LOC108001743	NC_083854.1	-	13	2862	2334	187	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929296.1	mRNA
XM_062073313.1	LOC108001743	NC_083854.1	-	13	2905	2334	230	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929297.1	mRNA
XM_062073310.1	LOC108001743	NC_083854.1	-	13	2992	2346	305	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929294.1	mRNA
XM_062073309.1	LOC108001743	NC_083854.1	-	13	2995	2346	308	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929293.1	mRNA
XM_062073311.1	LOC108001743	NC_083854.1	-	12	2953	2334	278	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929295.1	mRNA
XM_062073315.1	LOC108001743	NC_083854.1	-	12	3000	2295	364	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929299.1	mRNA
XM_062073319.1	LOC108001743	NC_083854.1	-	11	2706	2187	178	341	GeneID:108001743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC108001743	protein_coding				XP_061929303.1	mRNA
XM_017050075.3	LOC107993576	NC_083854.1	+	9	1896	1698	49	149	GeneID:107993576		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993576	protein_coding				XP_016905564.1	mRNA
XM_017050076.3	LOC107993576	NC_083854.1	+	8	1787	1554	84	149	GeneID:107993576		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993576	protein_coding				XP_016905565.1	mRNA
XM_062073303.1	LOC107993574	NC_083854.1	-	22	4429	3654	588	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929287.1	mRNA
XM_062073302.1	LOC107993574	NC_083854.1	-	23	4757	3654	916	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929286.1	mRNA
XM_062073304.1	LOC107993574	NC_083854.1	-	22	4705	3654	864	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929288.1	mRNA
XM_062073300.1	LOC107993574	NC_083854.1	-	22	4711	3654	870	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929284.1	mRNA
XM_062073301.1	LOC107993574	NC_083854.1	-	22	4696	3654	855	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929285.1	mRNA
XM_062073306.1	LOC107993574	NC_083854.1	-	19	4210	3306	717	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929290.1	mRNA
XM_062073305.1	LOC107993574	NC_083854.1	-	19	4111	3654	270	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929289.1	mRNA
XM_062073299.1	LOC107993574	NC_083854.1	-	19	4525	3672	666	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929283.1	mRNA
XM_062073298.1	LOC107993574	NC_083854.1	-	19	4528	3675	666	187	GeneID:107993574		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993574	protein_coding				XP_061929282.1	mRNA
XM_017050072.3	LOC107993572	NC_083854.1	+	3	3310	462	100	2748	GeneID:107993572		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993572	protein_coding				XP_016905561.1	mRNA
XM_062073327.1	LOC107993575	NC_083854.1	-	12	3532	1596	1660	276	GeneID:107993575		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993575	protein_coding				XP_061929311.1	mRNA
XM_062073328.1	LOC107993575	NC_083854.1	-	13	3439	1596	1567	276	GeneID:107993575		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993575	protein_coding				XP_061929312.1	mRNA
XM_062073329.1	LOC107996034	NC_083854.1	-	5	13133	597	1749	10787	GeneID:107996034		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107996034	protein_coding				XP_061929313.1	mRNA
XR_009829310.1	LOC133665870	NC_083854.1	+	2	702	0	0	0	GeneID:133665870		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665870	lncRNA					lnc_RNA
XR_009829311.1	LOC133665871	NC_083854.1	+	2	1107	0	0	0	GeneID:133665871		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665871	lncRNA					lnc_RNA
XR_003697263.2	LOC114577281	NC_083854.1	+	2	661	0	0	0	GeneID:114577281		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC114577281	lncRNA			uncharacterized LOC114577281		lnc_RNA
XM_062073353.1	LOC107996035	NC_083854.1	+	6	2545	1131	302	1112	GeneID:107996035		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107996035	protein_coding				XP_061929337.1	mRNA
XR_009829313.1	LOC133665873	NC_083854.1	-	2	1161	0	0	0	GeneID:133665873		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665873	lncRNA					lnc_RNA
XM_062073338.1	LOC107998634	NC_083854.1	+	10	5929	1785	1149	2995	GeneID:107998634		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998634	protein_coding				XP_061929322.1	mRNA
XM_062073336.1	LOC107998634	NC_083854.1	+	9	5461	1785	681	2995	GeneID:107998634		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998634	protein_coding				XP_061929320.1	mRNA
XM_028667108.2	LOC107998634	NC_083854.1	+	9	5567	1791	781	2995	GeneID:107998634		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107998634	protein_coding				XP_028522909.1	mRNA
XM_062073330.1	LOC107992514	NC_083854.1	+	15	6625	2595	177	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_061929314.1	mRNA
XM_017048441.3	LOC107992514	NC_083854.1	+	15	6626	2595	178	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_016903930.1	mRNA
XM_062073331.1	LOC107992514	NC_083854.1	+	14	6501	2475	173	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_061929315.1	mRNA
XM_017048446.3	LOC107992514	NC_083854.1	+	13	6328	2337	138	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_016903935.1	mRNA
XM_062073334.1	LOC107992514	NC_083854.1	+	12	6208	2217	138	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_061929318.1	mRNA
XM_017048445.3	LOC107992514	NC_083854.1	+	13	6328	2340	135	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_016903934.1	mRNA
XM_062073333.1	LOC107992514	NC_083854.1	+	12	6208	2220	135	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_061929317.1	mRNA
XM_062073335.1	LOC107992514	NC_083854.1	+	11	6090	2163	74	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_061929319.1	mRNA
XM_062073332.1	LOC107992514	NC_083854.1	+	12	6458	2319	286	3853	GeneID:107992514		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992514	protein_coding				XP_061929316.1	mRNA
XM_017048454.2	LOC107992519	NC_083854.1	-	5	1846	1173	286	387	GeneID:107992519		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992519	protein_coding				XP_016903943.1	mRNA
XR_009829312.1	LOC133665872	NC_083854.1	-	2	760	0	0	0	GeneID:133665872		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133665872	lncRNA			uncharacterized LOC133665872		lnc_RNA
XR_003696263.2	LOC114576816	NC_083854.1	-	2	556	0	0	0	GeneID:114576816		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC114576816	lncRNA					lnc_RNA
XM_017048438.2	LOC107992512	NC_083854.1	-	1	1065	843	109	113	GeneID:107992512		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107992512	protein_coding				XP_016903927.1	mRNA
XM_062073346.1	LOC107997013	NC_083854.1	+	13	3641	1170	1964	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929330.1	mRNA
XM_062073344.1	LOC107997013	NC_083854.1	+	11	2319	1170	642	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929328.1	mRNA
XM_062073343.1	LOC107997013	NC_083854.1	+	10	2221	1170	544	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929327.1	mRNA
XM_062073345.1	LOC107997013	NC_083854.1	+	11	2412	1170	735	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929329.1	mRNA
XM_062073342.1	LOC107997013	NC_083854.1	+	10	2731	1170	1054	507	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929326.1	mRNA
XM_062073339.1	LOC107997013	NC_083854.1	+	9	2299	1122	383	794	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929323.1	mRNA
XM_062073340.1	LOC107997013	NC_083854.1	+	10	2077	1104	383	590	GeneID:107997013		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107997013	protein_coding				XP_061929324.1	mRNA
